cl hl sl el mrsc
vikrAnwa_7 vikrAnwa_7 vikrAnwa_5 warrior_34 _warrior_n_1
bahuwa+samaya_1 bahuwa+samaya_1 - age_38 _age_n_1
laMbA+samaya_1 laMbA+samaya_1 - age_39 _age_n_1
varRa_2 varRa_2 - age_40 _age_n_1
sAla_12 sAla_12 - age_41 _age_n_1
kAla_17 kAla_17 kAla_7 epoch_2 _epoch_n_1
miSriwa_6 miSriwa_6 - combined_7 _combine_v_cause
anviwa_6 anviwa_6 - combined_8 _combine_v_cause
aBivyApwa_1 aBivyApwa_1 - combined_9 _combine_v_cause
saMSliRta_10 saMSliRta_10 - combined_10 _combine_v_cause
saMsqRta_10 saMsqRta_10 - combined_11 _combine_v_cause
ikasUwa_1 ikasUwa_1 - combined_12 _combine_v_cause
warkapUrNa_2 warkapUrNa_2 - sound_49 _sound_n_of
warkayukwa_1 warkayukwa_1 - sound_50 _sound_n_of
warkasaMgawa_3 warkasaMgawa_3 - sound_51 _sound_n_of
yukwiyukwa_3 yukwiyukwa_3 - sound_52 _sound_n_of
ladZAI_12 ladZAI_12 - warfare_1 _warfare_n_1
saMgrAma_6 saMgrAma_6 safgrAma_5 warfare_2 _warfare_n_1
jaMga_6 jaMga_6 - warfare_3 _warfare_n_1
raNa_8 raNa_8 - warfare_4 _warfare_n_1
samara_3 samara_3 - warfare_5 _warfare_n_1
puRkara_10 puRkara_10 - warfare_6 _warfare_n_1
yoXana_8 yoXana_8 - warfare_7 _warfare_n_1
anIka_5 anIka_5 - warfare_8 _warfare_n_1
ajUha_2 ajUha_2 - warfare_9 _warfare_n_1
kaMxala_3 kaMxala_3 - warfare_10 _warfare_n_1
aBedZA_2 aBedZA_2 - warfare_11 _warfare_n_1
aByAgama_13 aByAgama_13 - warfare_12 _warfare_n_1
praharaNa_13 praharaNa_13 - warfare_13 _warfare_n_1
aBerA_4 aBerA_4 - warfare_14 _warfare_n_1
mqXa_2 mqXa_2 - warfare_15 _warfare_n_1
vqjana_7 vqjana_7 - warfare_16 _warfare_n_1
vqwrawUrya_2 vqwrawUrya_2 - warfare_17 _warfare_n_1
vAja_11 vAja_11 - warfare_18 _warfare_n_1
varAka_6 varAka_6 - warfare_19 _warfare_n_1
skaMXa_14 skaMXa_14 - warfare_20 _warfare_n_1
skanXa_7 skanXa_7 - warfare_21 _warfare_n_1
viSasana_3 viSasana_3 - warfare_22 _warfare_n_1
prasara_7 prasara_7 - warfare_23 _warfare_n_1
AkArITa_2 AkArITa_2 - warfare_24 _warfare_n_1
Aji_2 Aji_2 - warfare_25 _warfare_n_1
AyoXana_4 AyoXana_4 - warfare_26 _warfare_n_1
Ahara_7 Ahara_7 - warfare_27 _warfare_n_1
Ahava_2 Ahava_2 - warfare_28 _warfare_n_1
prawixAraNa_2 prawixAraNa_2 - warfare_29 _warfare_n_1
saMkula_15 saMkula_15 - warfare_30 _warfare_n_1
safkula_6 safkula_6 - warfare_31 _warfare_n_1
Bara_29 Bara_29 - warfare_32 _warfare_n_1
pEkAra_7 pEkAra_7 - warfare_33 _warfare_n_1
jaMgI+jahAjZa_1 jaMgI+jahAjZa_1 - warship_1 _warship/NN_u_unknown
yuxXa+powa_1 yuxXa+powa_1 - warship_2 _warship/NN_u_unknown
aswra+virAma_1 aswra+virAma_1 - cease-fire_1 _cease-fire_n_1
yuxXa+virAma_1 yuxXa+virAma_1 - cease-fire_2 _cease-fire_n_1
yuxXa+sWagana_1 yuxXa+sWagana_1 - cease-fire_3 _cease-fire_n_1
saMGarRavirAma_1 saMGarRavirAma_1 - cease-fire_4 _cease-fire_n_1
yuxXabaMxI_1 yuxXabaMxI_1 - cease-fire_5 _cease-fire_n_1
yuxXabanxI_1 yuxXabanxI_1 - cease-fire_6 _cease-fire_n_1
jaMgabaMxI_1 jaMgabaMxI_1 - cease-fire_7 _cease-fire_n_1
jaMgabanxI_1 jaMgabanxI_1 - cease-fire_8 _cease-fire_n_1
jigIRA_4 jigIRA_4 - bellicosity_1 _bellicosity/NN_u_unknown
jigIRa_4 jigIRa_4 - bellicosity_2 _bellicosity/NN_u_unknown
Ana_23 Ana_23 AN_5 bring_1 _bring_v_1
aMxAjZana_5 aMxAjZana_5 - some_28 _some_q
aMxAjana_5 aMxAjana_5 - some_29 _some_q
anxAjZana_5 anxAjZana_5 - some_30 _some_q
anxAjana_5 anxAjana_5 - some_31 _some_q
aMxAjZa+se_5 aMxAjZa+se_5 - some_32 _some_q
aMxAja+se_5 aMxAja+se_5 - some_33 _some_q
atakala+se_5 atakala+se_5 - some_34 _some_q
lagaBaga_10 lagaBaga_10 - some_35 _some_q
wakZarIbana_9 wakZarIbana_9 - some_36 _some_q
wakarIbana_9 wakarIbana_9 - some_37 _some_q
kZarIba_9 kZarIba_9 - some_38 _some_q
karIba_9 karIba_9 - some_39 _some_q
karIba-karIba_9 karIba-karIba_9 - some_40 _some_q
karIbana_9 karIbana_9 - some_41 _some_q
kZarIba-kZarIba_9 kZarIba-kZarIba_9 - some_42 _some_q
kZarIbana_9 kZarIbana_9 - some_43 _some_q
anumAnawa_5 anumAnawa_5 - some_44 _some_q
ankZarIba_5 ankZarIba_5 - some_45 _some_q
ankarIba_5 ankarIba_5 - some_46 _some_q
anakZarIba_6 anakZarIba_6 - some_47 _some_q
anakarIba_5 anakarIba_5 - some_48 _some_q
waKZamInana_5 waKZamInana_5 - some_49 _some_q
ukavAz_5 ukavAz_5 - some_50 _some_q
baraKA_4 baraKA_4 vqR_4 rain_19 _rain_v_1
varRA+kA+pAnI_3 varRA+kA+pAnI_3 vqR_5 rain_20 _rain_v_1
xivyoxaka_3 xivyoxaka_3 vqR_6 rain_21 _rain_v_1
AkASajala_4 AkASajala_4 vqR_7 rain_22 _rain_v_1
AkASa-jala_4 AkASa-jala_4 vqR_8 rain_23 _rain_v_1
AkASasalila_3 AkASasalila_3 vqR_9 rain_24 _rain_v_1
bAriSa+ho_1 bAriSa+ho_1 vqR_10 rain_25 _rain_v_1
barasAwa+ho_1 barasAwa+ho_1 vqR_11 rain_26 _rain_v_1
pAnI+barasa_1 pAnI+barasa_1 vqR_12 rain_27 _rain_v_1
meha+padZa_1 meha+padZa_1 vqR_13 rain_28 _rain_v_1
jala-vqRti_3 jala-vqRti_3 vqR_14 rain_29 _rain_v_1
bAriSa_1 bAriSa_1 - rain_4 _rain_n_1
krIdAMgaNa_1 krIdAMgaNa_1 - playground_1 _playground_n_1
sAPa+kara_2 sAPa+kara_2 SuX_55 clean_26 _clean_v_1
gaNanA+kara_1 gaNanA+kara_1 safKyA_18 count_8 _count_v_1
xasa_1 xasa_1 - ten_2 card
AmaMwriwa+kara_1 AmaMwriwa+kara_1 nimanwr_5 invite_1 _invite_v_to
hE_1 hE_1 nivix_3 state_copula_1 _be_v_id
hE_2 hE_2 XA_29 have_1 _have_v_1
mAna_55 mAna_55 mAna_14 esteem_2 _esteem_n_1
mAna_1 mAna_1 cinw_36 consider_10 _consider_v_1
acCI+waraha_4 acCI+waraha_4 - clearly_14 _clear_a_of
avalokana+kara_1 avalokana+kara_1 xqS_150 observe_20 _observe_v_to
AkASagaMgA_1 AkASagaMgA_1 AkASagafgA_1 galaxy_3 _galaxy_n_1
uwsarjiwa+kara_1 uwsarjiwa+kara_1 uwsqj_21 emit_1 _emit_v_1
AreKaNa_1 AreKaNa_1 - drawing_4 _drawing_n_of
mAnasUnI_1 mAnasUnI_1 - monsoon_2 _monsoon/NN_u_unknown
naxiyA_2 naxiyA_2 - river_7 _river_n_of
sWalIya_1 sWalIya_1 - terrestrial_4 _terrestrial_a_1
kOna-sA_1 kOna-sA_1 - which_1 _which_q
sAMsa_2 sAMsa_2 Svas_23 breathe_2 _breathe_v_1
aparaxiwa_1 aparaxiwa_1 - eroded_2 _erode_v_cause
milkI_2 milkI_2 - milky_2 _milky_a_1
saMgrahAgAra_1 saMgrahAgAra_1 - storehouse_3 _storehouse_n_1
jarUra_3 jarUra_3 amlIBU_1 must_1 _must_v_modal
BU-ABa_1 BU-ABa_1 - earthquake_5 _earthquake_n_1
varRo_1 varRo_1 - year_10 _year_n_1
bacA_8 bacA_8 - remaining_9 _remain_v_1
xvIpIya_1 xvIpIya_1 - island_4 _island_n_1
jarUrawa_3 jarUrawa_3 - purpose_8 _purpose_n_1
globa_1 globa_1 - globe_3 _globe_n_1
bawA_1 bawA_1 sUc_3 indicate_1 _indicate_v_1
sOramaMdala_1 sOramaMdala_1 - solar-system_1 _solar_a_1+_system_n_of
KagolIya_1 KagolIya_1 - celestial_7 _celestial_a_1
kaha_10 kaha_10 - called_2 _call_v_1
bawA_10 bawA_10 aBiXA_22 name_9 _name_v_1
capatI_2 capatI_2 samIkq_19 flatten_1 _flatten_v_cause
jIvo_1 jIvo_1 - life_14 _life_n_of
nukasAna+pahuMcA_1 nukasAna+pahuMcA_1 hiMs_23 damage_10 _damage_v_1
kOna-sI_1 kOna-sI_1 - which_2 _which_q
BUmaMdala_1 BUmaMdala_1 - lithosphere_1 _lithosphere/RB_u_unknown
sWalIya_2 sWalIya_2 uwwQ_10 land_1 _land_v_1
BUBAga_1 BUBAga_1 - masses_2 _mass_n_of
judZa_7 judZa_7 - connected_4 _connect_v_to-with
anya_1 anya_1 anya_2 other_1 _other_a_1
pracurawA_1 pracurawA_1 - abundance_14 _abundance_n_1
sAmAnyawa_4 sAmAnyawa_4 - broadly_2 _broadly
rUDA_1 rUDA_1 - conventional_2 _conventional_a_1
xeSAMwarIya_1 xeSAMwarIya_1 - meridians_1 _meridians/NNS_u_unknown
ulkApiMda_2 ulkApiMda_2 - meteroids_1 _meteroids/NN_u_unknown
lokapriya_1 lokapriya_1 lokapriya_1 popular_2 _popular_a_for
kaha_14 kaha_14 - call_1 _call_n_1
kOna_3 kOna_3 - how_1 prpstn_to_prop
GirA_2 GirA_2 prAnwa_27 bound_15 _bind_v_to
KAnA-pInA_1 KAnA-pInA_1 - food_9 _food_n_1
xiKa_1 xiKa_1 xraS_21 see_115 _see_v_1
bAMta_2 bAMta_2 - division_17 _division_n_of
mahAsAgarIya_1 mahAsAgarIya_1 - ocean_17 _ocean_n_1
jEse-jEse_1 jEse-jEse_1 - as_1 _as_x_subord
xvIpasamUha_1 xvIpasamUha_1 - island_4 _island_n_1
laga_1 laga_1 ASri_19 take_5 _take_v_2
lABaxAyaka_5 lABaxAyaka_5 - useful_6 _useful_a_for
wihAI_1 wihAI_1 - onethird_1 _onethird
Asa-padZosa_4 Asa-padZosa_4 - neighbourhood_6 _neighborhood_n_of
upalabX_1 upalabX_1 - available_8 _available_a_1
portala_1 portala_1 - portal_2 _portal_n_1
DakA_4 DakA_4 piXA_21 cap_1 _cap_v_at
saMwarI_1 saMwarI_1 - sentinel_2 _sentinel_n_1
prawIwa_1 prawIwa_1 xqS_152 appear_1 _appear_v_to
vanyajIva_1 vanyajIva_1 - wildlife_1 _wildlife_n_1
prApwa_1 prApwa_1 agre_6 provide_1 _provide_v_1
uwwara-xakRiNa_1 uwwara-xakRiNa_1 - north-south_1 _north_n_1+_south_n_1
gujara_9 gujara_9 gam_93 pass_16 _pass_v_1
BUmaMdalIya_1 BUmaMdalIya_1 - global_2 _global_a_1
kOna-kOna_2 kOna-kOna_2 - which_2 _which_q
jIvanayApana_1 jIvanayApana_1 - living_15 _live_v_1
sAvaXAnIpUrvaka_1 sAvaXAnIpUrvaka_1 - carefully_2 _careful_a_with-about-of
veba_1 veba_1 - web_2 _web_n_of
sWalarUpa_1 sWalarUpa_1 - landforms_1 _landform_n_1
sWalIya_3 sWalIya_3 - countries_1 _country_n_of
bahuwa-sI_1 bahuwa-sI_1 - many_10 much-many_a
acCA+laga_1 acCA+laga_1 ruc_11 like_2 _like_v_1
wejZa_1 wejZa_1 - loud_8 _loud_a_1
cOdZA+ho_1 cOdZA+ho_1 praW_3 widen_2 _widen_v_1
CotI-CotI_1 CotI-CotI_1 - tiny_3 _tiny_a_1
amAvasyA_1 amAvasyA_1 - Amavasya_1 named
uwsarjiwa_1 uwsarjiwa_1 uwsqj_22 emit_2 _emit_v_1
pleneta_1 pleneta_1 - planet_10 _planet_n_1
grIka_1 grIka_1 - greek_1 _greek_a_1
pariBramaka_1 pariBramaka_1 - wanderers_1 _wanderer_n_1
arWAw_1 arWAw_1 - means_68 _mean_v_1
najaxIka_1 najaxIka_1 - nearest_3 _near_a_to
najaxIka_2 najaxIka_2 - near_32 _near_p_dir
karodZa_1 karodZa_1 - million_1 card
wIsarA_1 wIsarA_1 - third_13 ord
eka-cOWAI_1 eka-cOWAI_1 - one-quarter_1 card+_quarter_v_1
visPota_6 visPota_6 - exploded_1 _explode_v_cause
yAmyowwara_1 yAmyowwara_1 - meridians_1 _meridian_n_1
kRiwija_1 kRiwija_1 - horizon_2 _horizon_n_1
CotA-CotA_1 CotA-CotA_1 - small_63 _small_a_1
kvija_1 kvija_1 - quiz_2 _quiz_n_1
pariNAmasvarUpa_1 pariNAmasvarUpa_1 - As-a-result_1 _as_p+_a_q+_result_n_of
kaBI-kaBI_1 kaBI-kaBI_1 - sometimes_3 _sometimes_a_1
karodZa_2 karodZa_2 - billion_1 card
XruvawArA_1 XruvawArA_1 - pole-star_1 _pole_n_1+_star_n_1
grida_1 grida_1 - grid_1 _grid_n_1
arXavqwwa_1 arXavqwwa_1 - semi-circle_1 _semi_n_1+_circle_n_of
baje_1 baje_1 - a.m._1 _am_x
baje_2 baje_2 - p.m._1 _pm_x
BArawIya_1 BArawIya_1 - indian_1 _indian_a_1
nakRawramaMdala_1 nakRawramaMdala_1 - constellations_1 _constellations/NNS_u_unknown
eka-eka_1 eka-eka_1 - one_1 card
samaya-kRewra_1 samaya-kRewra_1 - zone_7 _zone_n_of
akRAMSIya_1 akRAMSIya_1 - latitudinal_1 _latitudinal/JJ_u_unknown
kakRIya_1 kakRIya_1 - orbital_1 _orbital_a_1
xIrGavqwwAkAra_1 xIrGavqwwAkAra_1 - elliptical_2 _elliptical_a_1
ayanAMwa_1 ayanAMwa_1 ayanAnwa_1 solstice_1 _solstice_n_1
jabaki_1 jabaki_1 gamayawi_20 while_2 _while_x
jEsA_2 jEsA_2 - as-about_1 _as_p+_about_x_deg
KIMcA_1 KIMcA_1 - drawn_2 _draw_v_1
iwyAxi_1 iwyAxi_1 - etc_1 _etc_c
wAki_1 wAki_1 - so-that_1 _so+that_x
cunA_1 cunA_1 - chosen_3 _choose_v_from
cinho_1 cinho_1 - symbols_7 _symbol_n_of
rUDa_1 rUDa_1 rUDa_5 conventional_5 _conventional_a_1
suMxarapura_1 suMxarapura_1 - Sunderpur_1 _sunderpur/RB_u_unknown
yAxxASwa_1 yAxxASwa_1 - memory_26 _memory_n_of
jalavARpa_1 jalavARpa_1 - water-vapour_1 _water_n_1+_vapor_n_1
baxala_15 baxala_15 - instead-of_1 _instead+of_c
OYnalAina_1 OYnalAina_1 - online_1 _online_a_1
nAitrojana_1 nAitrojana_1 rucakakara_1 nitrogen_1 _nitrogen_n_1
dAioYksAida_1 dAioYksAida_1 - dioxide_1 _dioxide_n_1
viRuvawa_1 viRuvawa_1 - equator_4 _equator_n_1
uccAvaca_1 uccAvaca_1 - relief_13 _relief_n_1
BUrA_1 BUrA_1 - brown_1 _brown_v_cause
jIvamaMdala_1 jIvamaMdala_1 - biosphere_1 _biosphere_n_1
besina_1 besina_1 - basin_5 _basin_n_1
mAuMta_1 mAuMta_1 - mount_8 _mount_n_1
jIro_1 jIro_1 - arctic_1 _arctic_a_1
CilaCalA_1 CilaCalA_1 - shallow_5 _shallow_a_1
iMdeMteda_1 iMdeMteda_1 krakacarUpeNa_1 indent_1 _indent_v_1
saMkarA_9 saMkarA_9 - narrow_10 _narrow_a_1
sWalasaMXi_1 sWalasaMXi_1 - isthmus_2 _isthmus_n_1
alavaNa_1 alavaNa_1 - percentage_8 _percentage_n_of
pAzca_1 pAzca_1 - five_3 card
iwyAxi_2 iwyAxi_2 - other_5 _other_n_1
sUkRmajIva_1 sUkRmajIva_1 - microbe_1 _microbe_n_1
muKyawa_1 muKyawa_1 - broadly_2 _broad_a_1
uwsarjiwa_2 uwsarjiwa_2 - emission_3 _emission_n_of
praxURiwa_1 praxURiwa_1 xuR_14 pollute_5 _pollute_v_1
sWalamaMdala_1 sWalamaMdala_1 - lithosphere_1 _lithosphere/NN_u_unknown
BraMSowWa_1 BraMSowWa_1 - block_13 _block_n_of
KaMdA_1 KaMdA_1 - block_14 _block_n_of
grAbena_1 grAbena_1 - graben_1 _graben/RB_u_unknown
silta_1 silta_1 - silt_1 _silt_n_1
GAtiyA_1 GAtiyA_1 - valley_9 _valley_n_of
nikRepiwa_1 nikRepiwa_1 nyas_5 deposit_14 _deposit_v_1
paTArI_1 paTArI_1 - plateau_3 _plateau_n_1
BU-Akqwiya_1 BU-Akqwiya_1 - landform_1 _landform_n_1
panabijalI_1 panabijalI_1 - hydro-electricity_1 _hydro-electricity_n_1
rejina_1 rejina_1 - raisin_10 _raisin_n_1
aPrIkI_1 aPrIkI_1 - african_1 _african_a_1
mEMganIja_1 mEMganIja_1 - manganese_1 _manganese_n_1
Kanija_1 Kanija_1 Kanija_2 mineral_1 _mineral_n_1
pErAglAidiMga_1 pErAglAidiMga_1 - paragliding_1 _paragliding_n_1
skIiMga_1 skIiMga_1 - skiing_1 _ski_v_1
keMxraSAsiwa_1 keMxraSAsiwa_1 - administrative_5 _administrative_a_1
muKyawa_2 muKyawa_2 - mainly_5 _mainly_x_deg
Kanija_3 Kanija_3 - plateau_3 _plateau_n_1
uwwara-paScima_1 uwwara-paScima_1 - northwest_11 _northwest_n_1
arAvalI_1 arAvalI_1 - aravali_1 _aravali/JJ_u_unknown
rewIlA_1 rewIlA_1 - sandy_1 _sandy_a_1
paSuvihAra_1 paSuvihAra_1 - sanctuaries_1 _sanctuary_n_1
kobarA_1 kobarA_1 - cobra_2 _cobra_n_1
karEwa_1 karEwa_1 - kraits_1 _kraits/NNS_u_unknown
sEkadZA_1 sEkadZA_1 - several-hundreds_1 _several_a_1+card
nIlagAya_1 nIlagAya_1 - nilgai_1 _nilgai/NN_u_unknown
gaXa_1 gaXa_1 - ass_1 _ass_n_1
hajAra_1 hajAra_1 - thousands_2 card
sarIsqpa_1 sarIsqpa_1 - reptiles _reptile_n_1
swanaXariyA_1 swanaXariyA_1 - mammals_2 _mammal_n_1
kisI-kisI_1 kisI-kisI_1 - particular_5 _particular_a_1
katibaMXa_4 katibaMXa_4 - tropical_2 _tropical_a_1
sunAmI_1 sunAmI_1 - tsunami_1 _tsunami_n_1
keMxraSAsiwa_2 keMxraSAsiwa_2 - union_20 _union_n_of
xina-prawixina_1 xina-prawixina_1 - day-to-day_1 _day+to+day_a_1
xo-xo_1 xo-xo_1 - pairs_11 _pair_n_of
pariGatanA_1 pariGatanA_1 - phenomena_1 _phenomenon_n_1
jEvamaMdala_1 jEvamaMdala_1 - biosphere_2 _biosphere_n_1
DZzkA_1 DZzkA_1 - covered_30 _cover_v_1
GAsasWala_1 GAsasWala_1 - grassland_1 _grassland_n_1
ddowa_1 ddowa_1 - sources_1 _source_n_of
XUla-kaNa_1 XUla-kaNa_1 - dust_25 _dust_n_1
pAriwaMwra_1 pAriwaMwra_1 - ecosystem_2 _ecosystem_n_1
harA-BarA_1 harA-BarA_1 - lush-green_1 _lush_a_1+_green_a_2
xUra-xUra_1 xUra-xUra_1 - as-far-as_1 _far_a_1
jIvaXariyA_1 jIvaXariyA_1 - living-organisms_1 _living_n_1+_organism_n_1
simA_1 simA_1 - sima_1 _sima/NN_u_unknown
mEgnISiyama_1 mEgnISiyama_1 - magnesium_1 _magnesium/NN_u_unknown
EluminA_1 EluminA_1 - alumina_1 _alumina/NN_u_unknown
saMkeMxrI_1 saMkeMxrI_1 sAXAraNakenxra_2 concentric_2 _concentric/JJ_u_unknown
soca_10 soca_10 vismi_3 wonder_1 _wonder_v_1
jIvIya_1 jIvIya_1 - biotic_1 _biotic/NN_u_unknown
ajIvIya_1 ajIvIya_1 - abiotic_1 _abiotic/NN_u_unknown
samarasawA_1 samarasawA_1 - harmonios_1 _harmonios/JJ_u_unknown
samarasawA_2 samarasawA_2 - harmony_1 _harmony_n_1
eka-xUsarA_1 eka-xUsarA_1 - each-other_1 _each_q+_other_n_1
saMbaMXa_10 saMbaMXa_10 - related_13 _relate_v_to
Buna_10 Buna_10 - roasted_1 _roast_v_cause
mEMtala_2 mEMtala_2 - mantle_3 _mantle_n_1
niPZA_1 niPZA_1 - nife_1 _nife/RB_u_unknown
keMxrIya_1 keMxrIya_1 - central_1 _central_a_1
igniyasa_1 igniyasa_1 - igneous_2 _igneous_a_1
besAlta_1 besAlta_1 - basalt_1 _basalt/JJ_u_unknown
jIvASma_1 jIvASma_1 - fossil_1 _fossil_n_1
baluA_1 baluA_1 - sandstone_1 _sandstone_n_1
kAyAMwariwa_1 kAyAMwariwa_1 - metamorphic_1 _metamorphic_a_1
pitTa_1 pitTa_1 - pitthoo_1 _pitthoo/NN_u_unknown
stApU_1 stApU_1 - stapu_1 _stapu/JJ_u_unknown
kit-kit_1 kit-kit_1 - kit-kit_1 _kit_n_1+_kit_n_1
xAxA-xAxI_1 xAxA-xAxI_1 - grand-parents_1 _grand_a_1+_parent_n_of
lAlakilA_1 lAlakilA_1 - red-fort_1 _red_a_1+_fort_n_1
mEgmA_1 mEgmA_1 - magma_1 _magma/NN_u_unknown
bahirBexI_1 bahirBexI_1 - extrusive_1 extrusive/JJ_u_unknown
bIkara_1 bIkara_1 - beaker_1 _beaker/NN_u_unknown
milImItara_1 milImItara_1 - millimetre_1 _millimetres/NNS_u_unknown
aMwarjaniwa_1 aMwarjaniwa_1 - interior_9 _interior_n_1
sWalamaMdalIya_1 sWalamaMdalIya_1 - lithospheric_1 _lithospheric/JJ_u_unknown
sawahe_1 sawahe_1 PalakE_3 floor_11 _floor_v_1
BUkampIya_1 BUkampIya_1 - earthquake_10 _earthquake_n_1
pqRTIya_1 pqRTIya_1 - surface_11 _surface_n_1
ciMwAjanaka_1 ciMwAjanaka_1 - concern_14 _concern_n_1
cArakola_1 cArakola_1 - charcoal_5 _charcoal_n_1
ApAwakAlIna_1 ApAwakAlIna_1 - emergency_5 _emergency_n_1
surikRawa_1 surikRawa_1 - safe_7 _safe_a_for
xqSyaBUmi_1 xqSyaBUmi_1 - landscape_4 _landscape_n_1
viGatiwa_1 viGatiwa_1 - wear-away_1 _wear_v_away
eMjela_1 eMjela_1 - angel_4 _angel_n_1
nikatavarwI_1 nikatavarwI_1 - neighbouring_11 _neighbor_v_1
bADZakqwa_1 bADZakqwa_1 - floodplain_1 _floodplain/NN_u_unknown
watabaMXa_1 watabaMXa_1 - levees_1 _levees/NNS_u_unknown
pahuzcawA-pahuzcawA_1 pahuzcawA-pahuzcawA_1 aXigam_8 approach_9 _approach_v_1
viwarikA_1 viwarikA_1 - distributary_1 _distributaries/NNS_u_unknown
stEka_1 stEka_1 - stack_2 _stack_n_1
loesa_1 loesa_1 - loess_1 _loess/NNS_u_unknown
bahirjanika_1 bahirjanika_1 - exogenic_1 _exogenic/JJ_u_unknown
aMwarjaniwa_2 aMwarjaniwa_2 - endogenic_1 _endogenic/JJ_u_unknown
himoDZa_1 himoDZa_1 - glacial_3 _glacial_a_1
cinhiMwa_1 cinhiMwa_1 pata_2 tick_2 _tick_v_1
SEle_1 SEle_1 - rock_24 _rock_n_1
vikiriwa_1 vikiriwa_1 - trap_12 _trap_v_1
grIna_1 grIna_1 - green_9 _green_a_2
jalaswara_1 jalaswara_1 - sea-level_1 _sea_n_of+_level_n_1
hIliyama_1 hIliyama_1 - helium_1 _helium_n_1
Argana_1 Argana_1 - argon_1 _argon/NN_u_unknown
hAidrojana_1 hAidrojana_1 - hydrogen_1 _hydrogen_n_1
pracaruwA_1 pracaruwA_1 - plentiful_5 _plentiful_a_1
vAyu-cakra_1 vAyu-cakra_1 - air-circulation_1 _air_n_1+_circulation_n_of
jEsA_5 jEsA_5 - like_17 _like_p
olAvarRaNa_1 olAvarRaNa_1 - hailstorm_1 _hailstorm/NN_u_unknown
spIkara_1 spIkara_1 - speaker_11 _speaker_n_1
EsAPelta_1 EsAPelta_1 - asaphalt_1 _asaphalt/NN_u_unknown
kaMkrIta_1 kaMkrIta_1 - concrete_3 _concrete_n_1
parNapAwI_1 parNapAwI_1 - deciduous_1 _deciduous/NNS_u_unknown
AmawOra_1 AmawOra_1 - generally_7 _general_a_1
rojavuda_1 rojavuda_1 - rosewood_1 _rosewood/NN_u_unknown
mahoganI_1 mahoganI_1 - mahogany_1 _mahogany_n_1
awyaXki_1 awyaXki_1 - heavy_48 _heavy_a_1
vanaspawiyo_1 vanaspawiyo_1 - natural-flora_1 _natural_a_for+_flora_n_1
BUmaXya_1 BUmaXya_1 - equator_4 _equator_n_1
upaXruvIya_1 upaXruvIya_1 - subpolar_1 _subpolar/JJ_u_unknown
uRNakatibaMXIya_1 uRNakatibaMXIya_1 - tropical_3 _tropical_a_1
viviX_1 viviX_1 - different_14 _different_a_than-from
kAtexAra_1 kAtexAra_1 - prickly_7 _prickly/JJ_u_unknown
WalaSAlA_1 WalaSAlA_1 - terrarium_1 _terrarium_n_1
aXikawara_3 aXikawara_3 - bulk_10 _bulk_n_1
cOXAI_1 cOXAI_1 - fourth_4 _fourth_n_of
sEMkadZA_1 sEMkadZA_1 - hundred_1 card
mEMgrova_1 mEMgrova_1 - mangrove_1 _mangrove/JJ_u_unknown
BU-kRewra_1 BU-kRewra_1 - agricultural-land_1 _agricultural_a_1+_land_n_of
cakravAwI_1 cakravAwI_1 - cyclonic_1 _cyclonic/NN_u_unknown
jvArIya_1 jvArIya_1 - tidal_2 _tidal_a_1
prowkarRa_1 prowkarRa_1 - surge_12 _surge_n_1
varRaBara_1 varRaBara_1 - year_11 _year_n_1
mOsamI_1 mOsamI_1 - seasonal_3 _seasonal_a_1
nimajjiwa_1 nimajjiwa_1 avasax_14 sink_12 _sink_v_1
bAxalayukwa_1 bAxalayukwa_1 - cloudy_3 _cloudy_a_1
Prija_1 Prija_1 - freezer_2 _freezer_n_1
nOsaMcAlana_1 nOsaMcAlana_1 - navigation_7 _navigation_n_of
xakRiNa-pUrvI_1 xakRiNa-pUrvI_1 - southeast_1 _southeast_n_1
xakRiNa-pUrvI_1 xakRiNa-pUrvI_1 - southeast_1 _southeast_n_1
sitrasa_1 sitrasa_1 - citrus_1 _citrus/JJ_u_unknown
SreNi_1 SreNi_1 - category_11 _category_n_of
vAlarasa_ vAlarasa_ - walrus_2 _walrus_n_1
kaswUrI-bEla_1 kaswUrI-bEla_1 - musk-ox_1 _musk_n_1+_ox_n_1
regiswAnI_1 regiswAnI_1 - desert_10 _desert_n_1
goldana_1 goldana_1 - golden_16 _golden_a_1
yukaliptusa_1 yukaliptusa_1 - eucalyptus_2 _eucalyptus_n_1
BUmaXyasAgarIya_1 BUmaXyasAgarIya_1 - mediterranean_1 _mediterranean_a_1
guNavawwA_1 guNavawwA_1 guNavawwA_1 quality_17 _quality_n_1
jalaXArA_3 jalaXArA_3 - current_20 _current_n_1
rohU_1 rohU_1 - rohu_1 _rohu/NN_u_unknown
hilasA_1 hilasA_1 - hilsa_1 _hilsa/NN_u_unknown
vElIneriyA_1 vElIneriyA_1 - vallineria_1 _vallineria/NN_u_unknown
hAidrilA_1 hAidrilA_1 - hydrilla_1 _hydrilla/NN_u_unknown
samarasawA_3 samarasawA_3 - harmony_15 _harmony_n_1
calavAsI_1 calavAsI_1 - nomad_1 _nomadic/JJ_u_unknown
marUxyAna_1 marUxyAna_1 - oasis_8 _oasis_n_1
paPOYspaPorasa_1 paPOYspaPorasa_1 - phosphorus_1 _phosphorus/NN_u_unknown
mEMganIjZa_1 mEMganIjZa_1 - manganese_2 _manganese_n_1
